EpsgNumber|CrsName|AreaName
2373|Xian 1980 / 3-degree Gauss-Kruger CM 84E|China - 82.5°E to 85.5°E
2374|Xian 1980 / 3-degree Gauss-Kruger CM 87E|China - 85.5°E to 88.5°E
2375|Xian 1980 / 3-degree Gauss-Kruger CM 90E|China - 88.5°E to 91.5°E
2376|Xian 1980 / 3-degree Gauss-Kruger CM 93E|China - 91.5°E to 94.5°E
2377|Xian 1980 / 3-degree Gauss-Kruger CM 96E|China - 94.5°E to 97.5°E
2378|Xian 1980 / 3-degree Gauss-Kruger CM 99E|China - 97.5°E to 100.5°E
2379|Xian 1980 / 3-degree Gauss-Kruger CM 102E|China - 100.5°E to 103.5°E
2380|Xian 1980 / 3-degree Gauss-Kruger CM 105E|China - 103.5°E to 106.5°E
2381|Xian 1980 / 3-degree Gauss-Kruger CM 108E|China - 106.5°E to 109.5°E onshore
2382|Xian 1980 / 3-degree Gauss-Kruger CM 111E|China - 109.5°E to 112.5°E onshore
2383|Xian 1980 / 3-degree Gauss-Kruger CM 114E|China - 112.5°E to 115.5°E onshore
2384|Xian 1980 / 3-degree Gauss-Kruger CM 117E|China - 115.5°E to 118.5°E onshore
2385|Xian 1980 / 3-degree Gauss-Kruger CM 120E|China - 118.5°E to 121.5°E onshore
2386|Xian 1980 / 3-degree Gauss-Kruger CM 123E|China - 121.5°E to 124.5°E onshore
2387|Xian 1980 / 3-degree Gauss-Kruger CM 126E|China - 124.5°E to 127.5°E onshore
2388|Xian 1980 / 3-degree Gauss-Kruger CM 129E|China - 127.5°E to 130.5°E
2389|Xian 1980 / 3-degree Gauss-Kruger CM 132E|China - 130.5°E to 133.5°E
2390|Xian 1980 / 3-degree Gauss-Kruger CM 135E|China - east of 133.5°E
2391|KKJ / Finland zone 1|Finland - 19.5°E to 22.5°E onshore
2392|KKJ / Finland zone 2|Finland - 22.5°E to 25.5°E onshore
2393|KKJ / Finland Uniform Coordinate System|Finland - 25.5°E to 28.5°E onshore. Also all country.
2394|KKJ / Finland zone 4|Finland - 28.5°E to 31.5°E
2395|South Yemen / Gauss-Kruger zone 8|Yemen - South Yemen - mainland west of 48°E
2396|South Yemen / Gauss-Kruger zone 9|Yemen - South Yemen - mainland east of 48°E
2397|Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3|Germany - East Germany - west of 10.5°E
2398|Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4|Europe - 10.5°E to 13.5°E onshore by country
2399|Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5|Europe - 13.5°E to 16.5°E onshore and S-42(83) by country
2400|RT90 2.5 gon W|Sweden
2401|Beijing 1954 / 3-degree Gauss-Kruger zone 25|China - west of 76.5°E
2402|Beijing 1954 / 3-degree Gauss-Kruger zone 26|China - 76.5°E to 79.5°E
2403|Beijing 1954 / 3-degree Gauss-Kruger zone 27|China - 79.5°E to 82.5°E
2404|Beijing 1954 / 3-degree Gauss-Kruger zone 28|China - 82.5°E to 85.5°E
2405|Beijing 1954 / 3-degree Gauss-Kruger zone 29|China - 85.5°E to 88.5°E
2406|Beijing 1954 / 3-degree Gauss-Kruger zone 30|China - 88.5°E to 91.5°E
2407|Beijing 1954 / 3-degree Gauss-Kruger zone 31|China - 91.5°E to 94.5°E
2408|Beijing 1954 / 3-degree Gauss-Kruger zone 32|China - 94.5°E to 97.5°E
2409|Beijing 1954 / 3-degree Gauss-Kruger zone 33|China - 97.5°E to 100.5°E
2410|Beijing 1954 / 3-degree Gauss-Kruger zone 34|China - 100.5°E to 103.5°E
2411|Beijing 1954 / 3-degree Gauss-Kruger zone 35|China - 103.5°E to 106.5°E
2412|Beijing 1954 / 3-degree Gauss-Kruger zone 36|China - 106.5°E to 109.5°E onshore
2413|Beijing 1954 / 3-degree Gauss-Kruger zone 37|China - 109.5°E to 112.5°E onshore
2414|Beijing 1954 / 3-degree Gauss-Kruger zone 38|China - 112.5°E to 115.5°E onshore
2415|Beijing 1954 / 3-degree Gauss-Kruger zone 39|China - 115.5°E to 118.5°E onshore
2416|Beijing 1954 / 3-degree Gauss-Kruger zone 40|China - 118.5°E to 121.5°E onshore
2417|Beijing 1954 / 3-degree Gauss-Kruger zone 41|China - 121.5°E to 124.5°E onshore
2418|Beijing 1954 / 3-degree Gauss-Kruger zone 42|China - 124.5°E to 127.5°E onshore
2419|Beijing 1954 / 3-degree Gauss-Kruger zone 43|China - 127.5°E to 130.5°E
2420|Beijing 1954 / 3-degree Gauss-Kruger zone 44|China - 130.5°E to 133.5°E
2421|Beijing 1954 / 3-degree Gauss-Kruger zone 45|China - east of 133.5°E
2422|Beijing 1954 / 3-degree Gauss-Kruger CM 75E|China - west of 76.5°E
2423|Beijing 1954 / 3-degree Gauss-Kruger CM 78E|China - 76.5°E to 79.5°E
2424|Beijing 1954 / 3-degree Gauss-Kruger CM 81E|China - 79.5°E to 82.5°E
2425|Beijing 1954 / 3-degree Gauss-Kruger CM 84E|China - 82.5°E to 85.5°E
2426|Beijing 1954 / 3-degree Gauss-Kruger CM 87E|China - 85.5°E to 88.5°E
2427|Beijing 1954 / 3-degree Gauss-Kruger CM 90E|China - 88.5°E to 91.5°E
2428|Beijing 1954 / 3-degree Gauss-Kruger CM 93E|China - 91.5°E to 94.5°E
2429|Beijing 1954 / 3-degree Gauss-Kruger CM 96E|China - 94.5°E to 97.5°E
2430|Beijing 1954 / 3-degree Gauss-Kruger CM 99E|China - 97.5°E to 100.5°E
2431|Beijing 1954 / 3-degree Gauss-Kruger CM 102E|China - 100.5°E to 103.5°E
2432|Beijing 1954 / 3-degree Gauss-Kruger CM 105E|China - 103.5°E to 106.5°E
2433|Beijing 1954 / 3-degree Gauss-Kruger CM 108E|China - 106.5°E to 109.5°E onshore
2434|Beijing 1954 / 3-degree Gauss-Kruger CM 111E|China - 109.5°E to 112.5°E onshore
2435|Beijing 1954 / 3-degree Gauss-Kruger CM 114E|China - 112.5°E to 115.5°E onshore
2436|Beijing 1954 / 3-degree Gauss-Kruger CM 117E|China - 115.5°E to 118.5°E onshore
2437|Beijing 1954 / 3-degree Gauss-Kruger CM 120E|China - 118.5°E to 121.5°E onshore
2438|Beijing 1954 / 3-degree Gauss-Kruger CM 123E|China - 121.5°E to 124.5°E onshore
2439|Beijing 1954 / 3-degree Gauss-Kruger CM 126E|China - 124.5°E to 127.5°E onshore
2440|Beijing 1954 / 3-degree Gauss-Kruger CM 129E|China - 127.5°E to 130.5°E
2441|Beijing 1954 / 3-degree Gauss-Kruger CM 132E|China - 130.5°E to 133.5°E
2442|Beijing 1954 / 3-degree Gauss-Kruger CM 135E|China - east of 133.5°E
2443|JGD2000 / Japan Plane Rectangular CS I|Japan - zone I
2444|JGD2000 / Japan Plane Rectangular CS II|Japan - zone II
2445|JGD2000 / Japan Plane Rectangular CS III|Japan - zone III
2446|JGD2000 / Japan Plane Rectangular CS IV|Japan - zone IV
2447|JGD2000 / Japan Plane Rectangular CS V|Japan - zone V
2448|JGD2000 / Japan Plane Rectangular CS VI|Japan - zone VI
2449|JGD2000 / Japan Plane Rectangular CS VII|Japan - zone VII
2450|JGD2000 / Japan Plane Rectangular CS VIII|Japan - zone VIII
2451|JGD2000 / Japan Plane Rectangular CS IX|Japan - zone IX
2452|JGD2000 / Japan Plane Rectangular CS X|Japan - zone X
2453|JGD2000 / Japan Plane Rectangular CS XI|Japan - zone XI
2454|JGD2000 / Japan Plane Rectangular CS XII|Japan - zone XII
2455|JGD2000 / Japan Plane Rectangular CS XIII|Japan - zone XIII
2456|JGD2000 / Japan Plane Rectangular CS XIV|Japan - zone XIV
2457|JGD2000 / Japan Plane Rectangular CS XV|Japan - zone XV
2458|JGD2000 / Japan Plane Rectangular CS XVI|Japan - zone XVI
2459|JGD2000 / Japan Plane Rectangular CS XVII|Japan - zone XVII
2460|JGD2000 / Japan Plane Rectangular CS XVIII|Japan - zone XVIII
2461|JGD2000 / Japan Plane Rectangular CS XIX|Japan - Minamitori-shima (Marcus Island) - onshore
2462|Albanian 1987 / Gauss-Kruger zone 4|Albania - onshore
2463|Pulkovo 1995 / Gauss-Kruger CM 21E|Russia - west of 24°E onshore
2464|Pulkovo 1995 / Gauss-Kruger CM 27E|Russia - 24°E to 30°E onshore
2465|Pulkovo 1995 / Gauss-Kruger CM 33E|Russia - 30°E to 36°E onshore
2466|Pulkovo 1995 / Gauss-Kruger CM 39E|Russia - 36°E to 42°E onshore
2467|Pulkovo 1995 / Gauss-Kruger CM 45E|Russia - 42°E to 48°E onshore
2468|Pulkovo 1995 / Gauss-Kruger CM 51E|Russia - 48°E to 54°E onshore
2469|Pulkovo 1995 / Gauss-Kruger CM 57E|Russia - 54°E to 60°E onshore
2470|Pulkovo 1995 / Gauss-Kruger CM 63E|Russia - 60°E to 66°E onshore
2471|Pulkovo 1995 / Gauss-Kruger CM 69E|Russia - 66°E to 72°E onshore
2472|Pulkovo 1995 / Gauss-Kruger CM 75E|Russia - 72°E to 78°E onshore
2473|Pulkovo 1995 / Gauss-Kruger CM 81E|Russia - 78°E to 84°E onshore
2474|Pulkovo 1995 / Gauss-Kruger CM 87E|Russia - 84°E to 90°E onshore
2475|Pulkovo 1995 / Gauss-Kruger CM 93E|Russia - 90°E to 96°E onshore
2476|Pulkovo 1995 / Gauss-Kruger CM 99E|Russia - 96°E to 102°E onshore
2477|Pulkovo 1995 / Gauss-Kruger CM 105E|Russia - 102°E to 108°E onshore
2478|Pulkovo 1995 / Gauss-Kruger CM 111E|Russia - 108°E to 114°E onshore
2479|Pulkovo 1995 / Gauss-Kruger CM 117E|Russia - 114°E to 120°E onshore
2480|Pulkovo 1995 / Gauss-Kruger CM 123E|Russia - 120°E to 126°E onshore
2481|Pulkovo 1995 / Gauss-Kruger CM 129E|Russia - 126°E to 132°E onshore
2482|Pulkovo 1995 / Gauss-Kruger CM 135E|Russia - 132°E to 138°E onshore
2483|Pulkovo 1995 / Gauss-Kruger CM 141E|Russia - 138°E to 144°E onshore
2484|Pulkovo 1995 / Gauss-Kruger CM 147E|Russia - 144°E to 150°E onshore
2485|Pulkovo 1995 / Gauss-Kruger CM 153E|Russia - 150°E to 156°E onshore
2486|Pulkovo 1995 / Gauss-Kruger CM 159E|Russia - 156°E to 162°E onshore
2487|Pulkovo 1995 / Gauss-Kruger CM 165E|Russia - 162°E to 168°E onshore
2488|Pulkovo 1995 / Gauss-Kruger CM 171E|Russia - 168°E to 174°E onshore
2489|Pulkovo 1995 / Gauss-Kruger CM 177E|Russia - 174°E to 180°E onshore
2490|Pulkovo 1995 / Gauss-Kruger CM 177W|Russia - 180° to 174°W onshore
2491|Pulkovo 1995 / Gauss-Kruger CM 171W|Russia - east of 174°W onshore
2492|Pulkovo 1942 / Gauss-Kruger CM 9E|Europe - 6°E to 12°E and Pulkovo by country
2493|Pulkovo 1942 / Gauss-Kruger CM 15E|Europe - 12°E to 18°E onshore and S-42(58) by country
2494|Pulkovo 1942 / Gauss-Kruger CM 21E|Europe - FSU onshore 18°E to 24°E and S-42 by country
2495|Pulkovo 1942 / Gauss-Kruger CM 27E|Europe - FSU onshore 24°E to 30°E and S-42 by country
2496|Pulkovo 1942 / Gauss-Kruger CM 33E|Europe - FSU onshore 30°E to 36°E
2497|Pulkovo 1942 / Gauss-Kruger CM 39E|Europe - FSU onshore 36°E to 42°E
2498|Pulkovo 1942 / Gauss-Kruger CM 45E|Europe - FSU onshore 42°E to 48°E
2499|Pulkovo 1942 / Gauss-Kruger CM 51E|Asia - FSU onshore 48°E to 54°E
2500|Pulkovo 1942 / Gauss-Kruger CM 57E|Asia - FSU onshore 54°E to 60°E
2501|Pulkovo 1942 / Gauss-Kruger CM 63E|Asia - FSU onshore 60°E to 66°E
2502|Pulkovo 1942 / Gauss-Kruger CM 69E|Asia - FSU onshore 66°E to 72°E
2503|Pulkovo 1942 / Gauss-Kruger CM 75E|Asia - FSU onshore 72°E to 78°E
2504|Pulkovo 1942 / Gauss-Kruger CM 81E|Asia - FSU onshore 78°E to 84°E
2505|Pulkovo 1942 / Gauss-Kruger CM 87E|Asia - FSU onshore 84°E to 90°E
2506|Pulkovo 1942 / Gauss-Kruger CM 93E|Russia - 90°E to 96°E onshore
2507|Pulkovo 1942 / Gauss-Kruger CM 99E|Russia - 96°E to 102°E onshore
2508|Pulkovo 1942 / Gauss-Kruger CM 105E|Russia - 102°E to 108°E onshore
2509|Pulkovo 1942 / Gauss-Kruger CM 111E|Russia - 108°E to 114°E onshore
2510|Pulkovo 1942 / Gauss-Kruger CM 117E|Russia - 114°E to 120°E onshore
2511|Pulkovo 1942 / Gauss-Kruger CM 123E|Russia - 120°E to 126°E onshore
2512|Pulkovo 1942 / Gauss-Kruger CM 129E|Russia - 126°E to 132°E onshore
2513|Pulkovo 1942 / Gauss-Kruger CM 135E|Russia - 132°E to 138°E onshore
2514|Pulkovo 1942 / Gauss-Kruger CM 141E|Russia - 138°E to 144°E onshore
2515|Pulkovo 1942 / Gauss-Kruger CM 147E|Russia - 144°E to 150°E onshore
2516|Pulkovo 1942 / Gauss-Kruger CM 153E|Russia - 150°E to 156°E onshore
2517|Pulkovo 1942 / Gauss-Kruger CM 159E|Russia - 156°E to 162°E onshore
2518|Pulkovo 1942 / Gauss-Kruger CM 165E|Russia - 162°E to 168°E onshore
2519|Pulkovo 1942 / Gauss-Kruger CM 171E|Russia - 168°E to 174°E onshore
2520|Pulkovo 1942 / Gauss-Kruger CM 177E|Russia - 174°E to 180°E onshore
2521|Pulkovo 1942 / Gauss-Kruger CM 177W|Russia - 180° to 174°W onshore
2522|Pulkovo 1942 / Gauss-Kruger CM 171W|Russia - east of 174°W onshore
2523|Pulkovo 1942 / 3-degree Gauss-Kruger zone 7|Europe - FSU - 19.5°E to 22.5°E onshore
2524|Pulkovo 1942 / 3-degree Gauss-Kruger zone 8|Europe - FSU - 22.5°E to 25.5°E onshore
2525|Pulkovo 1942 / 3-degree Gauss-Kruger zone 9|Europe - FSU - 25.5°E to 28.5°E onshore
2526|Pulkovo 1942 / 3-degree Gauss-Kruger zone 10|Europe - FSU - 28.5°E to 31.5°E onshore
2527|Pulkovo 1942 / 3-degree Gauss-Kruger zone 11|Europe - FSU - 31.5°E to 34.5°E onshore
2528|Pulkovo 1942 / 3-degree Gauss-Kruger zone 12|Europe - FSU - 34.5°E to 37.5°E onshore
2529|Pulkovo 1942 / 3-degree Gauss-Kruger zone 13|Europe - FSU - 37.5°E to 40.5°E onshore
2530|Pulkovo 1942 / 3-degree Gauss-Kruger zone 14|Europe - FSU - 40.5°E to 43.5°E onshore
2531|Pulkovo 1942 / 3-degree Gauss-Kruger zone 15|Europe - FSU - 43.5°E to 46.5°E onshore
2532|Pulkovo 1942 / 3-degree Gauss-Kruger zone 16|Europe - FSU - 46.5°E to 49.5°E onshore
2533|Pulkovo 1942 / 3-degree Gauss-Kruger zone 17|Asia - FSU - 49.5°E to 52.5°E onshore
2534|Pulkovo 1942 / 3-degree Gauss-Kruger zone 18|Asia - FSU - 52.5°E to 55.5°E onshore
2535|Pulkovo 1942 / 3-degree Gauss-Kruger zone 19|Asia - FSU - 55.5°E to 58.5°E onshore
2536|Pulkovo 1942 / 3-degree Gauss-Kruger zone 20|Asia - FSU - 58.5°E to 61.5°E onshore
2537|Pulkovo 1942 / 3-degree Gauss-Kruger zone 21|Asia - FSU - 61.5°E to 64.5°E onshore
2538|Pulkovo 1942 / 3-degree Gauss-Kruger zone 22|Asia - FSU - 64.5°E to 67.5°E onshore
2539|Pulkovo 1942 / 3-degree Gauss-Kruger zone 23|Asia - FSU - 67.5°E to 70.5°E onshore
2540|Pulkovo 1942 / 3-degree Gauss-Kruger zone 24|Asia - FSU - 70.5°E to 73.5°E onshore
2541|Pulkovo 1942 / 3-degree Gauss-Kruger zone 25|Asia - FSU - 73.5°E to 76.5°E onshore
2542|Pulkovo 1942 / 3-degree Gauss-Kruger zone 26|Asia - FSU - 76.5°E to 79.5°E onshore
2543|Pulkovo 1942 / 3-degree Gauss-Kruger zone 27|Asia - FSU - 79.5°E to 82.5°E onshore
2544|Pulkovo 1942 / 3-degree Gauss-Kruger zone 28|Asia - FSU - 82.5°E to 85.5°E onshore
2545|Pulkovo 1942 / 3-degree Gauss-Kruger zone 29|Asia - FSU - 85.5°E to 88.5°E onshore
2546|Pulkovo 1942 / 3-degree Gauss-Kruger zone 30|Russia - 88.5°E to 91.5°E onshore
2547|Pulkovo 1942 / 3-degree Gauss-Kruger zone 31|Russia - 91.5°E to 94.5°E onshore
2548|Pulkovo 1942 / 3-degree Gauss-Kruger zone 32|Russia - 94.5°E to 97.5°E onshore
2549|Pulkovo 1942 / 3-degree Gauss-Kruger zone 33|Russia - 97.5°E to 100.5°E onshore
2550|Samboja / UTM zone 50S|Indonesia - Kalimantan - Mahakam delta
2551|Pulkovo 1942 / 3-degree Gauss-Kruger zone 34|Russia - 100.5°E to 103.5°E onshore
2552|Pulkovo 1942 / 3-degree Gauss-Kruger zone 35|Russia - 103.5°E to 106.5°E onshore
2553|Pulkovo 1942 / 3-degree Gauss-Kruger zone 36|Russia - 106.5°E to 109.5°E onshore
2554|Pulkovo 1942 / 3-degree Gauss-Kruger zone 37|Russia - 109.5°E to 112.5°E onshore
2555|Pulkovo 1942 / 3-degree Gauss-Kruger zone 38|Russia - 112.5°E to 115.5°E onshore
2556|Pulkovo 1942 / 3-degree Gauss-Kruger zone 39|Russia - 115.5°E to 118.5°E onshore
2557|Pulkovo 1942 / 3-degree Gauss-Kruger zone 40|Russia - 118.5°E to 121.5°E onshore
2558|Pulkovo 1942 / 3-degree Gauss-Kruger zone 41|Russia - 121.5°E to 124.5°E onshore
2559|Pulkovo 1942 / 3-degree Gauss-Kruger zone 42|Russia - 124.5°E to 127.5°E onshore
2560|Pulkovo 1942 / 3-degree Gauss-Kruger zone 43|Russia - 127.5°E to 130.5°E onshore
2561|Pulkovo 1942 / 3-degree Gauss-Kruger zone 44|Russia - 130.5°E to 133.5°E onshore
2562|Pulkovo 1942 / 3-degree Gauss-Kruger zone 45|Russia - 133.5°E to 136.5°E onshore
2563|Pulkovo 1942 / 3-degree Gauss-Kruger zone 46|Russia - 136.5°E to 139.5°E onshore
2564|Pulkovo 1942 / 3-degree Gauss-Kruger zone 47|Russia - 139.5°E to 142.5°E onshore
2565|Pulkovo 1942 / 3-degree Gauss-Kruger zone 48|Russia - 142.5°E to 145.5°E onshore
2566|Pulkovo 1942 / 3-degree Gauss-Kruger zone 49|Russia - 145.5°E to 148.5°E onshore
2567|Pulkovo 1942 / 3-degree Gauss-Kruger zone 50|Russia - 148.5°E to 151.5°E onshore
2568|Pulkovo 1942 / 3-degree Gauss-Kruger zone 51|Russia - 151.5°E to 154.5°E onshore
2569|Pulkovo 1942 / 3-degree Gauss-Kruger zone 52|Russia - 154.5°E to 157.5°E onshore
2570|Pulkovo 1942 / 3-degree Gauss-Kruger zone 53|Russia - 157.5°E to 160.5°E onshore
2571|Pulkovo 1942 / 3-degree Gauss-Kruger zone 54|Russia - 160.5°E to 163.5°E onshore
2572|Pulkovo 1942 / 3-degree Gauss-Kruger zone 55|Russia - 163.5°E to 166.5°E onshore
2573|Pulkovo 1942 / 3-degree Gauss-Kruger zone 56|Russia - 166.5°E to 169.5°E onshore
2574|Pulkovo 1942 / 3-degree Gauss-Kruger zone 57|Russia - 169.5°E to 172.5°E onshore
2575|Pulkovo 1942 / 3-degree Gauss-Kruger zone 58|Russia - 172.5°E to 175.5°E onshore
2576|Pulkovo 1942 / 3-degree Gauss-Kruger zone 59|Russia - 175.5°E to 178.5°E onshore
2577|Pulkovo 1942 / 3-degree Gauss-Kruger zone 60|Russia - 178.5°E to 178.5°W onshore
2578|Pulkovo 1942 / 3-degree Gauss-Kruger zone 61|Russia - 178.5°W to 175.5°W onshore
2579|Pulkovo 1942 / 3-degree Gauss-Kruger zone 62|Russia - 175.5°W to 172.5°W onshore
2580|Pulkovo 1942 / 3-degree Gauss-Kruger zone 63|Russia - 172.5°W to 169.5°W onshore
2581|Pulkovo 1942 / 3-degree Gauss-Kruger zone 64|Russia - east of 169.5°W onshore
2582|Pulkovo 1942 / 3-degree Gauss-Kruger CM 21E|Europe - FSU - 19.5°E to 22.5°E onshore
2583|Pulkovo 1942 / 3-degree Gauss-Kruger CM 24E|Europe - FSU - 22.5°E to 25.5°E onshore
2584|Pulkovo 1942 / 3-degree Gauss-Kruger CM 27E|Europe - FSU - 25.5°E to 28.5°E onshore
2585|Pulkovo 1942 / 3-degree Gauss-Kruger CM 30E|Europe - FSU - 28.5°E to 31.5°E onshore
2586|Pulkovo 1942 / 3-degree Gauss-Kruger CM 33E|Europe - FSU - 31.5°E to 34.5°E onshore
2587|Pulkovo 1942 / 3-degree Gauss-Kruger CM 36E|Europe - FSU - 34.5°E to 37.5°E onshore
2588|Pulkovo 1942 / 3-degree Gauss-Kruger CM 39E|Europe - FSU - 37.5°E to 40.5°E onshore
2589|Pulkovo 1942 / 3-degree Gauss-Kruger CM 42E|Europe - FSU - 40.5°E to 43.5°E onshore
2590|Pulkovo 1942 / 3-degree Gauss-Kruger CM 45E|Europe - FSU - 43.5°E to 46.5°E onshore
2591|Pulkovo 1942 / 3-degree Gauss-Kruger CM 48E|Europe - FSU - 46.5°E to 49.5°E onshore
2592|Pulkovo 1942 / 3-degree Gauss-Kruger CM 51E|Asia - FSU - 49.5°E to 52.5°E onshore
2593|Pulkovo 1942 / 3-degree Gauss-Kruger CM 54E|Asia - FSU - 52.5°E to 55.5°E onshore
2594|Pulkovo 1942 / 3-degree Gauss-Kruger CM 57E|Asia - FSU - 55.5°E to 58.5°E onshore
2595|Pulkovo 1942 / 3-degree Gauss-Kruger CM 60E|Asia - FSU - 58.5°E to 61.5°E onshore
2596|Pulkovo 1942 / 3-degree Gauss-Kruger CM 63E|Asia - FSU - 61.5°E to 64.5°E onshore
2597|Pulkovo 1942 / 3-degree Gauss-Kruger CM 66E|Asia - FSU - 64.5°E to 67.5°E onshore
2598|Pulkovo 1942 / 3-degree Gauss-Kruger CM 69E|Asia - FSU - 67.5°E to 70.5°E onshore
2599|Pulkovo 1942 / 3-degree Gauss-Kruger CM 72E|Asia - FSU - 70.5°E to 73.5°E onshore
2600|Lietuvos Koordinoei Sistema 1994|Lithuania
2601|Pulkovo 1942 / 3-degree Gauss-Kruger CM 75E|Asia - FSU - 73.5°E to 76.5°E onshore
2602|Pulkovo 1942 / 3-degree Gauss-Kruger CM 78E|Asia - FSU - 76.5°E to 79.5°E onshore
2603|Pulkovo 1942 / 3-degree Gauss-Kruger CM 81E|Asia - FSU - 79.5°E to 82.5°E onshore
2604|Pulkovo 1942 / 3-degree Gauss-Kruger CM 84E|Asia - FSU - 82.5°E to 85.5°E onshore
2605|Pulkovo 1942 / 3-degree Gauss-Kruger CM 87E|Asia - FSU - 85.5°E to 88.5°E onshore
2606|Pulkovo 1942 / 3-degree Gauss-Kruger CM 90E|Russia - 88.5°E to 91.5°E onshore
2607|Pulkovo 1942 / 3-degree Gauss-Kruger CM 93E|Russia - 91.5°E to 94.5°E onshore
2608|Pulkovo 1942 / 3-degree Gauss-Kruger CM 96E|Russia - 94.5°E to 97.5°E onshore
2609|Pulkovo 1942 / 3-degree Gauss-Kruger CM 99E|Russia - 97.5°E to 100.5°E onshore
2610|Pulkovo 1942 / 3-degree Gauss-Kruger CM 102E|Russia - 100.5°E to 103.5°E onshore
2611|Pulkovo 1942 / 3-degree Gauss-Kruger CM 105E|Russia - 103.5°E to 106.5°E onshore
2612|Pulkovo 1942 / 3-degree Gauss-Kruger CM 108E|Russia - 106.5°E to 109.5°E onshore
2613|Pulkovo 1942 / 3-degree Gauss-Kruger CM 111E|Russia - 109.5°E to 112.5°E onshore
2614|Pulkovo 1942 / 3-degree Gauss-Kruger CM 114E|Russia - 112.5°E to 115.5°E onshore
2615|Pulkovo 1942 / 3-degree Gauss-Kruger CM 117E|Russia - 115.5°E to 118.5°E onshore
2616|Pulkovo 1942 / 3-degree Gauss-Kruger CM 120E|Russia - 118.5°E to 121.5°E onshore
2617|Pulkovo 1942 / 3-degree Gauss-Kruger CM 123E|Russia - 121.5°E to 124.5°E onshore
2618|Pulkovo 1942 / 3-degree Gauss-Kruger CM 126E|Russia - 124.5°E to 127.5°E onshore
2619|Pulkovo 1942 / 3-degree Gauss-Kruger CM 129E|Russia - 127.5°E to 130.5°E onshore
2620|Pulkovo 1942 / 3-degree Gauss-Kruger CM 132E|Russia - 130.5°E to 133.5°E onshore
2621|Pulkovo 1942 / 3-degree Gauss-Kruger CM 135E|Russia - 133.5°E to 136.5°E onshore
2622|Pulkovo 1942 / 3-degree Gauss-Kruger CM 138E|Russia - 136.5°E to 139.5°E onshore
2623|Pulkovo 1942 / 3-degree Gauss-Kruger CM 141E|Russia - 139.5°E to 142.5°E onshore
2624|Pulkovo 1942 / 3-degree Gauss-Kruger CM 144E|Russia - 142.5°E to 145.5°E onshore
2625|Pulkovo 1942 / 3-degree Gauss-Kruger CM 147E|Russia - 145.5°E to 148.5°E onshore
2626|Pulkovo 1942 / 3-degree Gauss-Kruger CM 150E|Russia - 148.5°E to 151.5°E onshore
2627|Pulkovo 1942 / 3-degree Gauss-Kruger CM 153E|Russia - 151.5°E to 154.5°E onshore
2628|Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E|Russia - 154.5°E to 157.5°E onshore
2629|Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E|Russia - 157.5°E to 160.5°E onshore
2630|Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E|Russia - 160.5°E to 163.5°E onshore
2631|Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E|Russia - 163.5°E to 166.5°E onshore
2632|Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E|Russia - 166.5°E to 169.5°E onshore
